City,State,Latitude,Longitude
O Neals,CA,37.146284,-119.67379
Plainfield,NH,43.53357,-72.30353
Lynden,WA,48.943476,-122.45723
Prospect,TN,35.040578,-86.98456
Moss,TN,36.555932,-85.65072
Saint Martin,MN,45.498506,-94.66271
Orviston,PA,41.105537,-77.75273
Agate,ND,48.617378,-99.63453
Flossmoor,IL,41.539384,-87.68424
Minier,IL,40.431577,-89.32013
Panguitch,UT,37.777031,-112.40819
Grand Canyon,AZ,35.862292,-112.06498
Smithville,OK,34.503213,-94.67157
Lindon,CO,39.724528,-103.38353
Voth,TX,30.176361,-94.187683
Belmont,WA,47.079345,-117.176954
Galena,AK,64.739082,-156.89456
Grubbs,AR,35.650914,-91.07618
Lowell,AR,36.247575,-94.11371
Randlett,OK,34.188182,-98.43533
Ivanhoe,CA,36.387879,-119.21908
Greenwich,KS,37.78335,-97.205419
McClellanville,SC,33.10594,-79.4657
Ruby,NY,42.017632,-74.007868
Thendara,NY,43.460951,-74.957099
Bowstring,MN,47.572516,-93.899486
Woonsocket,SD,44.05448,-98.28766
Ely,MN,47.913365,-91.91712
Ranier,MN,48.603143,-93.29771
Bottineau,ND,48.864955,-100.41403
Jessie,ND,47.456477,-98.230415
Centerton,AR,36.36157,-94.29398
Catoosa,OK,36.188136,-95.73199
Angola,LA,30.949066,-91.59294
Kyle,SD,43.389365,-102.17671
Dayton,KY,39.10941,-84.46986
Petersburg,KY,39.062761,-84.85236
West Unity,OH,41.586794,-84.43574
New Springfield,OH,40.917556,-80.60039
Wooster,OH,40.800086,-81.95726
Fontana,WI,42.546003,-88.56234
Port Huron,MI,42.824095,-82.66522
Big Bay,MI,46.650313,-87.86241
Seville,GA,31.989039,-83.394574
Noxapater,MS,32.957794,-89.0821
Falls Of Rough,KY,37.600179,-86.52846
Winchester,KY,37.968496,-84.157766
New Bremen,OH,40.452556,-84.38731
Mulberry,IN,40.349135,-86.66424
Freetown,IN,38.982358,-86.13561
Griffin,IN,38.218814,-87.92435
Runge,TX,28.878902,-97.71427
Broadlands,IL,39.91613,-88.00203
Dorsey,IL,38.976011,-89.97461
Oregon,MO,39.986725,-95.09514
Cave Springs,AR,36.267484,-94.22806
Hartford,AR,35.026991,-94.36684
Rosston,OK,36.863262,-99.88181
Wynona,OK,36.542944,-96.31853
Josephine,TX,33.065217,-96.31152
Washoe Valley,NV,39.27521,-119.7908
Cornish,ME,43.773606,-70.80878
Jay,NY,44.3919,-73.73028
McConnellsville,NY,43.267243,-75.688223
Trout Creek,NY,42.183045,-74.925617
East Amherst,NY,43.025217,-78.70394
Alma,NY,42.016108,-78.05768
Dravosburg,PA,40.350519,-79.89008
Bentleyville,PA,40.127951,-80.01226
Swartswood,NJ,41.10289,-74.850759
Bloomfield,PA,41.785249,-79.787096
Irvine,KY,37.694764,-83.9771
Rio,WV,39.13957,-78.66841
Providence,NC,36.512448,-79.37498
Colo,IA,42.011477,-93.31293
Carpenter,IA,43.414156,-93.01693
Amana,IA,41.686351,-92.063603
Sargent,GA,33.431181,-84.86733
Valparaiso,FL,30.507047,-86.49702
Oconto,WI,44.886571,-87.89935
Teutopolis,IL,39.125573,-88.45609
New Madison,OH,39.971929,-84.70471
Vinton,OH,38.99754,-82.36215
Chadwick,IL,41.97068,-89.87508
Homer,IN,39.619923,-85.46554
Harrisville,MI,44.663477,-83.3516
Dermott,AR,33.525266,-91.47922
El Paso,AR,35.141743,-92.07641
Beauty,KY,37.846064,-82.44835
Willard,NC,34.671237,-78.06544
Loganville,GA,33.823809,-83.89423
Springfield,MN,44.239384,-94.98313
Vera,OK,36.450115,-95.881381
Bogue Chitto,MS,31.441613,-90.45281
Bellport,NY,40.771447,-72.94663
Mathews,AL,32.171705,-86.06661
Dinwiddie,VA,37.055849,-77.56349
Croton,OH,40.235446,-82.69054
Brownsville,PA,40.01933,-79.89869
Hershey,PA,40.277923,-76.6434
Greenland,NH,43.038279,-70.84714
Amenia,NY,41.852959,-73.55727
Bethel,VT,43.811958,-72.64493
Craftsbury,VT,44.647068,-72.3887
Smithfield,VA,36.898915,-76.687745
Frankfort,NY,43.046471,-75.10019
Lisle,NY,42.335102,-76.02313
Sagamore,MA,41.79197,-70.530852
Watsontown,PA,41.096505,-76.84924
Center Point,WV,39.42039,-80.60204
Bloomington,CA,34.064062,-117.39432
Willow City,ND,48.609924,-100.26587
Elfrida,AZ,31.724946,-109.64646
Langford,SD,45.612148,-97.76274
South Prairie,WA,47.138345,-122.09819
Fountain,FL,30.488955,-85.41673
Fyffe,AL,34.457657,-85.92772
Clipper Mills,CA,39.563522,-121.13191
Enloe,TX,33.432974,-95.65815
Union,MI,41.787096,-85.83605
Malcom,IA,41.7388,-92.56155
Cutchogue,NY,41.012868,-72.4723
Ethel,MO,39.893011,-92.74503
Carthage,MS,32.785139,-89.50644
Little Neck,NY,40.772636,-73.74644
Ravena,NY,42.46915,-73.82956
Clay,NY,43.1835,-76.18002
Barnesville,MD,39.221975,-77.37781
Washington Grove,MD,39.139535,-77.17592
Glyndon,MD,39.472604,-76.81424
Union Hall,VA,37.024494,-79.69241
Ridgeway,WV,39.442661,-78.02628
Henlawson,WV,37.904732,-81.9827
Lake View,NY,42.718308,-78.9372
Leetsdale,PA,40.565367,-80.20977
Andover,ME,44.661894,-70.79952
North Hartland,VT,43.598261,-72.351
Royalston,MA,42.671012,-72.16999
Acushnet,MA,41.697015,-70.91019
Farson,WY,42.026986,-109.40903
Freedom,ID,43.001889,-111.0932
Henefer,UT,40.996895,-111.50264
Brackettville,TX,29.313559,-100.42452
Calpella,CA,39.213324,-123.277143
Hoolehua,HI,21.168775,-157.08588
Hawthorne,NV,38.505507,-118.70342
Belmont,CA,37.381144,-122.334825
San Juan Bautista,CA,36.829052,-121.52848
Pacolet Mills,SC,34.925281,-81.74321
Oceola,OH,40.845335,-83.09269
Flushing,OH,40.147388,-81.11291
Levant,ME,44.876282,-68.98712
Sullivan,ME,44.528094,-68.22333
Hinton,VA,38.584516,-79.04328
Earlysville,VA,38.150083,-78.47627
Elkins,WV,38.920042,-79.8446
Millerton,PA,41.951518,-76.94413
Genesee,PA,41.993777,-77.75122
Broomall,PA,39.974378,-75.36083
West Edmeston,NY,42.766057,-75.32353
Fairchance,PA,39.821336,-79.75186
Stoystown,PA,40.099003,-78.94801
Cowansville,PA,40.923894,-79.59137
Valyermo,CA,34.394253,-117.69475
Yettem,CA,36.471833,-119.259352
Litchfield,CA,40.446122,-120.35776
Lanai City,HI,20.823607,-156.9274
Mililani,HI,21.459206,-158.0116
Penasco,NM,36.191998,-105.71543
Cokercreek,TN,35.246689,-84.303121
Coffman Cove,AK,56.009124,-132.82018
Vandalia,IL,38.961799,-89.10978
Stonington,IL,39.638951,-89.18982
Springlake,TX,34.209814,-102.29761
Bartlett,KS,37.051587,-95.2227
Parks,NE,40.133487,-101.7201
Start,LA,32.49191,-91.856326
Huntington,AR,35.105477,-94.26995
Mendon,UT,41.721715,-111.97114
Pengilly,MN,47.30797,-93.20693
Lismore,MN,43.763442,-95.94459
Clinton,MN,45.459383,-96.44694
Abercrombie,ND,46.448462,-96.73165
Wildie,KY,37.345751,-84.31614
Salem,FL,29.900822,-83.42088
Jacksonville,OH,39.475889,-82.07959
Westfield,IL,39.4505,-87.99681
Concordia,MO,38.97688,-93.5895
Ravenwood,MO,40.351697,-94.67399
Clarence,LA,31.817257,-93.02552
Urbana,AR,33.198024,-92.52891
Clinton,AR,35.586064,-92.48355
Tomato,AR,35.694942,-89.966819
Rosie,AR,35.643961,-91.55966
Elmer,OK,34.457367,-99.28051
Pattonville,TX,33.536414,-95.39817
Bridgeport,TX,33.197313,-97.80932
Ballinger,TX,31.754011,-99.93695
Mountain Home,TX,30.070414,-99.69191
Gillett,TX,29.112202,-97.78275
Jasper,MO,37.326648,-94.31032
Eagle Rock,MO,36.536324,-93.73134
Souris,ND,48.900962,-100.76402
Alberton,MT,46.971146,-114.49692
Gretna,NE,41.118694,-96.25535
Industry,PA,40.665001,-80.42534
Sprague,WV,37.787252,-81.195122
Paden City,WV,39.604088,-80.93276
Diana,WV,38.60286,-80.4595
Barnesville,GA,33.05413,-84.14862
Oconee,GA,32.860031,-82.95019
Argyle,GA,31.071563,-82.65232
Ponte Vedra Beach,FL,29.937673,-81.420603
Verona,WI,42.988593,-89.55543
Dundas,MN,44.415567,-93.23269
New Lothrop,MI,43.131102,-83.98443
Mayville,MI,43.34896,-83.35883
Merritt,MI,44.335387,-84.91649
Charlotte,IA,41.963196,-90.47705
Carmichaels,PA,39.883336,-79.98393
Lecontes Mills,PA,40.989115,-78.422403
Smithfield,RI,41.894499,-71.51646
Pluckemin,NJ,40.642491,-74.639597
Big Springs,WV,38.991483,-81.06772
Peak,SC,34.242848,-81.32649
Gifford,SC,32.866195,-81.24215
Holly Springs,GA,34.242944,-84.458326
Ellenburg,NY,44.842975,-73.973533
Wendell,NC,35.781595,-78.37287
Turbotville,PA,41.104021,-76.73831
Bryn Athyn,PA,40.139539,-75.06716
Chester Heights,PA,39.883911,-75.466949
Upper Darby,PA,39.958512,-75.26856
Loving,TX,33.332336,-98.48413
Lott,TX,31.185062,-97.04389
Wadsworth,TX,28.83088,-95.93391
Eugene,MO,38.351597,-92.3956
Rushford,NY,42.385744,-78.23754
Coulters,PA,40.297336,-79.80192
Lawrence,PA,40.304019,-80.12246
Brogue,PA,39.871433,-76.44796
Fitzwilliam,NH,42.754744,-72.14838
Hartford,VT,43.672103,-72.355539
Northfield,VT,44.141056,-72.66443
Lamar,OK,35.104311,-96.09067
Rockwood,TX,31.51161,-99.37166
Riverside,UT,41.791414,-112.14671
Pacific Palisades,CA,34.050505,-118.53374
Port Orchard,WA,47.470971,-122.66335
Fairfax,CA,37.98779,-122.59962
Valley Ford,CA,38.335515,-122.9392
Burlington,MI,42.142445,-85.09728
Kimberly,WV,38.135059,-81.30312
Webster Springs,WV,38.484777,-80.38023
Dolgeville,NY,43.11545,-74.74379
Lake City,SC,33.859815,-79.7542
Mousie,KY,37.420362,-82.87543
Eldridge,MO,37.84762,-92.7831
Ellis,KS,38.933306,-99.60135
Thompson Falls,MT,47.710209,-115.23463
Hillsdale,IL,41.590161,-90.20392
La Fayette,IL,41.098764,-89.97361
Eidson,TN,36.531811,-83.03714
Freeland,WA,48.029176,-122.54222
Ilwaco,WA,46.312541,-124.02968
Beale AFB,CA,39.125997,-121.36637
Elk Falls,KS,37.37477,-96.19019
White Deer,TX,35.432364,-101.16687
Mission Hills,CA,33.786594,-118.298662
Palmer,TX,32.425222,-96.68103
Garland,UT,41.76645,-112.15829
Willcox,AZ,32.30069,-109.878211
Loco Hills,NM,32.74209,-103.96139
Tuscarora,NV,41.328852,-116.12251
Sunman,IN,39.240684,-85.08587
Parker City,IN,40.187403,-85.20421
Clearfield,KY,38.156248,-83.41586
Jeremiah,KY,37.164562,-82.93047
Algoma,MS,34.171543,-89.032791
Shawneetown,IL,37.712847,-88.16553
Montevideo,MN,44.985313,-95.7066
Arion,IA,41.952624,-95.45818
Brighton,IA,41.153462,-91.82082
Suamico,WI,44.640367,-88.03732
Elm Hall,MI,43.362879,-84.83662
Enfield Center,NH,43.579573,-72.08541
Islesford,ME,44.258201,-68.2277
Coventry,VT,44.863351,-72.26649
Ho-Ho-Kus,NJ,40.989508,-74.061302
Lake Lynn,PA,39.737104,-79.83613
Big Stone Gap,VA,36.851953,-82.77056
Hometown,WV,38.526637,-81.85738
Elmer,NJ,39.553504,-75.16843
Blooming Grove,NY,41.464867,-74.255646
Barstow,MD,38.444727,-76.533026
Montpelier Station,VA,38.221405,-78.19026
Hassell,NC,35.908558,-77.27835
Etowah,NC,35.311112,-82.60288
Durham,NY,42.390291,-74.20164
Sarita,TX,27.17914,-97.82511
Taft,TX,27.977641,-97.37032
Cedar Creek,TX,30.130116,-97.49055
Schleswig,IA,42.172338,-95.44924
Hayesville,IA,41.26457,-92.24888
Mount Hope,WI,42.996023,-90.85263
Dupuyer,MT,48.177132,-112.61804
Girard,KS,37.506616,-94.86078
Greenwood,NE,40.974167,-96.43555
Hosmer,SD,45.593008,-99.44937
Suttons Bay,MI,44.993085,-85.63635
Swea City,IA,43.392985,-94.31496
Cudahy,WI,42.948416,-87.86101
Hanover,WI,42.632325,-89.15942
Foxboro,WI,46.449996,-92.21831
Burkesville,KY,36.765985,-85.39971
Westpoint,TN,35.164749,-87.54145
Clarkrange,TN,36.209271,-85.00757
Tremont,MS,34.22634,-88.23179
Yazoo City,MS,32.855811,-90.4497
Calhoun,GA,34.4966,-84.93798
Rupert,GA,32.419094,-84.28475
Land O Lakes,FL,28.233671,-82.45463
Newton,AL,31.262955,-85.60789
Repton,AL,31.410205,-87.22474
Crump,TN,35.225753,-88.30456
Flourtown,PA,40.107743,-75.21334
Gold Hill,NC,35.513974,-80.32779
Fultonham,NY,42.565907,-74.41457
Mouth Of Wilson,VA,36.597486,-81.37604
Stuarts Draft,VA,38.01473,-79.02733
Grantsville,MD,39.675393,-79.17045
Lester,WV,37.737104,-81.32536
Pavilion,NY,42.876222,-78.00056
Glide,OR,43.242312,-123.03325
Floyd,NM,34.215025,-103.61576
Manhattan Beach,CA,33.786594,-118.298662
Groveland,MA,42.750691,-71.02487
Phillips,ME,44.840352,-70.37235
Toulon,IL,41.09638,-89.86649
Hopedale,IL,40.422027,-89.42614
Grassy,MO,37.212218,-90.13105
Hale Center,TX,34.043076,-101.89695
Avoca,TX,32.882154,-99.69298
Arabi,LA,29.958802,-89.99902
Amite,LA,30.723034,-90.52108
Saint Charles,AR,34.383661,-91.15428
Penrose,CO,38.439499,-105.02111
Virginia City,MT,45.296409,-111.94237
Rose Hill,KS,37.573226,-97.12421
Amherst,NE,40.887707,-99.2839
Bertrand,NE,40.534445,-99.61498
Couch,MO,36.58466,-91.30687
Mazie,OK,36.292495,-95.222792
Highlands,TX,29.81953,-95.05298
Waupun,WI,43.633781,-88.7351
Milltown,WI,45.52624,-92.46971
Hamilton,MS,33.743856,-88.42703
Brookville,IN,39.43115,-84.99568
Chinook,MT,48.485856,-109.17406
River Grove,IL,41.92583,-87.84013
Platte,SD,43.435193,-98.89387
Dallas,IA,41.23022,-93.23904
Nocatee,FL,27.158612,-81.88324
Samantha,AL,33.306606,-87.453224
Newmarket,NH,43.072738,-70.94336
Elma,NY,42.834159,-78.64246
Geneseo,NY,42.834813,-77.715406
Spring Church,PA,40.608969,-79.42092
McIntyre,PA,40.570149,-79.29689
Millersburg,PA,40.550027,-76.93743
Hobucken,NC,35.259895,-76.55591
Port Chester,NY,41.010376,-73.67326
Newtonville,NY,42.724978,-73.764296
Berwyn,PA,40.037958,-75.44986
Bennett,NC,35.559258,-79.54591
Halifax,NC,36.310967,-77.57821
Scranton,NC,35.481914,-76.44693
Cheraw,CO,38.107901,-103.51113
Saint Stephens,WY,42.998588,-108.57191
Princeton,ID,46.871275,-116.82431
Argenta,IL,39.984292,-88.81584
Thompsonville,IL,37.913984,-88.74922
Alto Pass,IL,37.571235,-89.33462
Milford,MO,37.501451,-94.345591
Holdenville,OK,35.088636,-96.38778
Olden,TX,32.428128,-98.74853
Collegeport,TX,28.718954,-96.16969
Lynch Station,VA,37.133274,-79.37324
Udall,KS,37.395382,-97.10432
Cedars,PA,40.21735,-75.364973
Rogers,OH,40.787331,-80.61034
Woodinville,WA,47.758786,-122.10205
Shelton,WA,47.224044,-123.10538
Chignik Lagoon,AK,56.307535,-158.53502
Rio Dell,CA,40.494813,-124.11637
Carlton,OR,45.287751,-123.19334
Malden,IL,41.427282,-89.36622
Adrian,IL,40.416145,-91.205805
Kimper,KY,37.504315,-82.32797
Grelton,OH,41.341081,-84.000532
Brady Lake,OH,41.169816,-81.312416
Imler,PA,40.235,-78.53545
Grayling,MI,44.682996,-84.610441
Doran,VA,37.091572,-81.84119
Newhall,WV,37.265686,-81.6155
Zacata,VA,38.121793,-76.79025
Oakvale,WV,37.336554,-80.95523
Bishopville,SC,34.213582,-80.26083
Elmont,NY,40.700529,-73.70223
Gordon,PA,40.750943,-76.33944
Locustdale,PA,40.777606,-76.37371
Jonben,WV,37.653792,-81.18833
Holman,NM,36.045092,-105.3833
Cloutierville,LA,31.541077,-92.89842
Santa Rosa Beach,FL,30.361248,-86.18759
Saint Marys,PA,41.4376,-78.54272
Saint Rose,LA,29.962601,-90.30965
Crane,MT,47.577478,-104.25806
Charlo,MT,47.425832,-114.17894
Timberon,NM,32.629637,-105.68663
Moline,MI,42.739942,-85.66543
Edgewood,TX,32.696777,-95.86881
Hooks,TX,33.480224,-94.2648
Cushing,TX,31.817889,-94.8631
Morgan Mill,TX,32.215275,-98.207997
Morrison,CO,39.620748,-105.18121
Beulah,CO,38.069421,-104.95609
Whitewater,CO,38.833235,-108.58155
Moapa,NV,36.674946,-114.66488
Morongo Valley,CA,34.066626,-116.55951
Lincoln,WA,47.60894,-118.399551
Kissee Mills,MO,36.660582,-93.01608
Oshkosh,NE,41.615307,-102.331762
Blythe,GA,33.297318,-82.21503
Mendham,NJ,40.782767,-74.59529
Stonewall,MS,32.134826,-88.78589
Kincaid,IL,39.58755,-89.41265
Longstreet,LA,32.117539,-93.913834
Elkton,VA,38.404364,-78.62907
Gilmanton Iron Works,NH,43.435913,-71.32971
Saint Michael,PA,40.338615,-78.776137
Pocopson,PA,39.983153,-75.748055
Antonito,CO,37.086403,-106.08325
Daniel,WY,42.926318,-110.18889
Elk City,ID,45.920694,-115.25273
Armona,CA,36.311439,-119.70823
Sevier,UT,38.568765,-112.35173
Crossroads,NM,33.526887,-103.32392
Elgin,OR,45.564451,-117.88306
Brownstown,WA,46.56451,-120.694658
Manning,OR,45.662196,-123.22518
Almena,WI,45.418325,-92.02914
Salisbury,MO,39.461414,-92.80488
Nashville,KS,37.442074,-98.41625
Floweree,MT,47.696452,-111.15265
Alder,MT,45.125532,-112.12007
Marlette,MI,43.336126,-83.03213
Lake,MI,43.864435,-85.00864
Clifford,MI,43.314176,-83.18115
Merrimac,MA,42.834246,-71.00207
Frenchboro,ME,44.124476,-68.34995
Dennisville,NJ,39.056521,-74.816619
Bear Mountain,NY,41.160945,-74.060826
Columbia,VA,37.758949,-78.14009
Greenbush,VA,37.754497,-75.67974
Seabrook,SC,32.566537,-80.74987
Roslyn Heights,NY,40.785642,-73.64006
Romney,WV,39.321688,-78.74815
Rougemont,NC,36.238956,-78.88293
Townsville,NC,36.528939,-78.44504
Bolivia,NC,34.006479,-78.19035
English,IN,38.311323,-86.47439
Leander,KY,37.752473,-82.87484
Lohrville,IA,42.27586,-94.54041
Bonduel,WI,44.710588,-88.45159
Sobieski,WI,44.718335,-88.10117
Red Level,AL,31.416059,-86.61397
Wolf Lake,MN,46.821648,-95.391968
Sisseton,SD,45.667565,-97.04528
Trafford,AL,33.823416,-86.71537
Montour,IA,41.980296,-92.711
Fowler,IN,40.617152,-87.32659
Blissfield,MI,41.821595,-83.87435
Onondaga,MI,42.443387,-84.56022
Ligonier,IN,41.464213,-85.59288
Bock,MN,45.785883,-93.55343
Winner,SD,43.289115,-99.97143
Mayking,KY,37.135518,-82.74606
Perkins,MI,45.987113,-87.0742
Tracy,IA,41.277693,-92.903
Sanborn,IA,43.189668,-95.65409
Alpine,AL,33.35596,-86.2772
Presque Isle,ME,46.679321,-68.00216
Little Silver,NJ,40.33517,-74.04059
Hagerman,ID,42.811892,-114.9251
Adkins,TX,29.326804,-98.21887
La Joya,TX,26.244317,-98.49574
Ida,LA,32.983957,-93.89254
Little Falls,NY,43.053176,-74.84685
Milford,NY,42.606209,-74.97261
Mount Morris,NY,42.692608,-77.87663
Egg Harbor Township,NJ,39.398172,-74.59667
Esopus,NY,41.816628,-73.97824
Mount Tremper,NY,42.038539,-74.23905
Leonardo,NJ,40.416772,-74.06058
Norvelt,PA,40.2071,-79.49619
Simpson,NC,35.567478,-77.280169
East Leroy,MI,42.184303,-85.24228
Eau Claire,MI,42.022092,-86.29071
North Adams,MI,41.963683,-84.46824
Chicora,PA,40.947245,-79.75428
James Creek,PA,40.341859,-78.1723
Cogan Station,PA,41.318934,-77.08211
West Townshend,VT,43.149377,-72.72492
Tupper Lake,NY,44.220344,-74.46299
Elkwood,VA,38.493501,-77.82067
Rockwood,ME,45.704599,-69.80879
Deferiet,NY,43.885519,-75.798319
West Middletown,PA,40.240402,-80.42414
Jarrettsville,MD,39.610405,-76.45569
Hemphill,WV,37.444465,-81.59684
Meadow Bluff,WV,37.975595,-80.426874
Rupert,WV,37.981358,-80.66798
Mammoth,AZ,32.70874,-110.63925
Rosharon,TX,29.429256,-95.45332
Noxon,MT,48.017227,-115.81962
Canadensis,PA,41.205738,-75.24344
Bunker Hill,WV,39.323628,-78.04157
Josephine,WV,37.625307,-81.25093
Wilsie,WV,38.690755,-80.90285
Center Rutland,VT,43.602211,-73.01298
New Egypt,NJ,40.075185,-74.48433
Pound Ridge,NY,41.212954,-73.58409
Olin,NC,35.970599,-80.86439
Blythewood,SC,34.200042,-80.98653
Ivor,VA,36.907991,-76.89025
Centerville,TN,35.76714,-87.49418
Buffalo,WV,38.61324,-81.95406
Palestine,WV,38.971224,-81.40218
Porters Falls,WV,39.576419,-80.77211
Millersport,OH,39.900063,-82.53696
Petal,MS,31.358823,-89.2279
Warrenville,SC,33.530409,-81.81743
Lobeco,SC,32.538432,-80.702594
Mount Storm,WV,39.248761,-79.23785
Oakland,OR,43.443648,-123.36727
Monument,CO,39.098692,-104.8684
Layton,UT,41.07221,-111.97625
Weinert,TX,33.336436,-99.64257
Wallis,TX,29.632221,-96.07144
Copperopolis,CA,37.942532,-120.65786
Carey,TX,34.529678,-100.207642
Willow Hill,IL,38.994595,-88.00464
Edinburg,IL,39.66363,-89.39224
Callaway,MN,47.015728,-95.87008
Fairfield,ND,47.219032,-103.23327
Cherokee,KS,37.347065,-94.82665
Holmesville,NE,40.211775,-96.64233
Congerville,IL,40.619306,-89.22353
Riverdale,MD,38.96146,-76.92056
Tulia,TX,34.541042,-101.72921
Belvue,KS,39.207942,-96.18665
Denison,KS,39.377827,-95.60496
Washington,KS,39.815522,-97.06111
Healy,KS,38.591591,-100.62302
Ewing,NE,42.189511,-98.42285
Kildare,TX,32.941359,-94.25152
Olney,MO,39.085749,-91.2243
Doniphan,MO,36.624115,-90.8615
Roggen,CO,40.095142,-104.28784
Story,WY,44.576978,-106.9081
Eureka,SD,45.796151,-99.62497
Granite Falls,WA,48.070852,-121.82242
Martell,CA,38.463282,-120.550021
Grand River,IA,40.834902,-93.95414
Allen,KS,38.672825,-96.16385
Berkeley,IL,41.886794,-87.91052
Nulato,AK,64.730035,-158.11178
Portersville,PA,40.953141,-80.14799
Sagamore,PA,40.776212,-79.23196
Huntington Mills,PA,41.2044,-76.27211
Susquehanna,PA,41.944334,-75.57241
Runnemede,NJ,39.850013,-75.0767
Wilson,KS,38.817788,-98.44972
Clarkson,NE,41.70879,-97.12748
Rockville,NE,41.121028,-98.82619
Biscoe,AR,34.864607,-91.40408
Yale,IL,39.122158,-88.01982
Wales,ND,48.855352,-98.6171
Minturn,AR,35.972767,-91.02349
O Kean,AR,36.167303,-90.81515
Clarksville,AR,35.490105,-93.4851
Medford,OK,36.832446,-97.72414
Nunn,CO,40.746862,-104.76208
Jonesboro,LA,32.229884,-92.69763
Whelen Springs,AR,33.832537,-93.1238
Leasburg,MO,38.091816,-91.29375
Scranton,KS,38.771467,-95.72799
Perry,AR,35.056424,-92.79432
Colcord,OK,36.260756,-94.69267
Mansfield,TX,32.57701,-97.13485
Goldfield,NV,37.571495,-117.31507
Waterbury Center,VT,44.375144,-72.71362
North Chelmsford,MA,42.634199,-71.39322
Foxboro,MA,42.061427,-71.24232
Bryantville,MA,42.040708,-70.827245
Elkhart Lake,WI,43.85255,-88.01085
Marinette,WI,45.092448,-87.64929
Bellamy,AL,32.451618,-88.131
Mount Saint Francis,IN,38.298486,-85.896961
Millington,MD,39.254014,-75.86239
Mappsville,VA,37.848467,-75.55559
Edgerton,WI,42.841688,-89.07223
Abrams,WI,44.788898,-88.04535
Montgomery,MI,41.776287,-84.8376
Roscoe,MN,45.432316,-94.63552
Ward,AR,35.008529,-91.92244
Ludington,MI,43.967306,-86.43044
Powhatan,LA,31.874172,-93.19719
Chester,GA,32.396381,-83.16892
Alapaha,GA,31.379665,-83.21803
Steinhatchee,FL,29.673459,-83.38416
Allred,TN,36.323957,-85.20787
Mingo Junction,OH,40.318569,-80.64172
Hayneville,AL,32.182677,-86.66877
Spelter,WV,39.346726,-80.31889
Seaboard,NC,36.487125,-77.43618
Eure,NC,36.440867,-76.86007
Cramerton,NC,35.239702,-81.07753
Butler,KY,38.796981,-84.33792
Belleville,WV,39.122989,-81.68365
Renick,WV,38.059474,-80.35569
Hawleyville,CT,41.308873,-73.363661
Brockway,MT,47.274624,-105.84727
Okemah,OK,35.44116,-96.30798
Poland,NY,43.21574,-75.08534
Bloomington,TX,28.642875,-96.89172
Harbor Springs,MI,45.502308,-84.99025
Hubbard,IA,42.30884,-93.31162
Crowell,TX,33.929907,-99.74194
Bailey,NC,35.797988,-78.10641
Saint Regis,MT,47.3245,-115.13788
Roxbury,ME,44.727073,-70.6478
Milan,MO,40.184189,-93.12043
Ludlow,VT,43.416827,-72.70416
Glen Ridge,NJ,40.80495,-74.2047
Causey,NM,33.843464,-103.10002
Kenefic,OK,34.163069,-96.47772
Arthur City,TX,33.86751,-95.60594
Vilonia,AR,35.102318,-92.22148
Reyno,AR,36.362896,-90.75676
Alex,OK,34.936221,-97.74453
Ryan,OK,34.008894,-97.93581
Owasso,OK,36.278298,-95.8305
Thatcher,ID,42.344123,-111.67297
Pierrepont Manor,NY,43.73345,-76.054313
Cayuta,NY,42.265328,-76.71263
Kantner,PA,40.101106,-78.938653
Waynesboro,PA,39.766281,-77.57241
Dungannon,VA,36.844539,-82.49147
Hillsville,VA,36.750353,-80.68706
Highland Park,NJ,40.500254,-74.4257
Floyd Dale,SC,34.425629,-79.352291
Society Hill,SC,34.492154,-79.87045
Cragsmoor,NY,41.674288,-74.37833
Shushan,NY,43.11595,-73.31852
Conover,WI,46.040996,-89.28591
Eureka,WI,44.00443,-88.84108
Marble,MN,47.319362,-93.30077
Oakdale,TN,35.98291,-84.60149
Whitesboro,NY,43.11627,-75.31182
Wolford,VA,37.287992,-82.027408
Port Clinton,PA,40.580744,-76.02559
Henrietta,TX,33.761291,-98.19145
Leroy,TX,31.553646,-97.203166
Jamesport,MO,39.977935,-93.80694
Falls City,NE,40.097217,-95.58631
Max,NE,40.142872,-101.40758
Edmonson,TX,34.281443,-101.898
Lacassine,LA,30.235892,-92.91527
Inola,OK,36.145085,-95.51443
Wann,OK,36.935821,-95.78336
Charlestown,RI,41.385256,-71.66813
Whitingham,VT,42.782281,-72.86962
Lower Waterford,VT,44.382103,-71.919518
Vauxhall,NJ,40.718401,-74.28416
Fulton,MO,38.852436,-91.95808
Conrad,MT,48.190331,-111.96872
New Market,IA,40.732886,-94.88772
Goodway,AL,31.529531,-87.345345
Warfield,VA,36.912369,-77.75239
Union,KY,38.930285,-84.71603
New Washington,OH,40.954399,-82.85436
Beaver,OH,39.015223,-82.84927
Platinum,AK,59.00689,-161.81529
Lac Du Flambeau,WI,45.964667,-89.90731
Medina,WI,44.416326,-88.464873
Lafayette,MN,44.431776,-94.37742
Strathcona,MN,48.565391,-96.07014
Grandview,MO,38.883548,-94.52503
Standish,MI,43.985129,-83.93628
Vanderbilt,MI,45.169729,-84.60248
Crittenden,KY,38.788439,-84.602
Rolling Fork,MS,32.811181,-90.97713
La Farge,WI,43.610629,-90.62108
Silver Lake,OR,43.189402,-121.00466
Retsil,WA,47.687971,-122.729304
Kingston,RI,41.481001,-71.52689
Darien,CT,41.075663,-73.48294
Avon By The Sea,NJ,40.191809,-74.01688
